"date","open","high","low","close"
2019-03-12,3916,3971.75,3881.69,3902
2019-03-13,3901.98,3936.98,3860,3885.5
2019-03-14,3885.49,3899.01,3826.06,3834.69
2019-03-15,3834.69,3905.2,3831.23,3884.64
2019-03-16,3884.32,3890.24,3840,3859.58
2019-03-17,3860.73,3920,3810.43,3888.25
2019-03-18,3888.42,4056.98,3877.04,4010.06
2019-03-19,4010,4025.98,3950.01,3975.02
2019-03-20,3975.67,4037,3959,3978.38
2019-03-21,3978.48,4002.99,3953.33,3981.93
2019-03-22,3981.98,4031.53,3974.43,4009.01
2019-03-23,4009.93,4054.58,3985.5,4046.79
2019-03-24,4045.75,4069.32,3880.01,3978.59
2019-03-25,3979.16,4018.83,3973.57,4005
2019-03-26,4005.67,4015,3975,3981.61
2019-03-27,3981.61,4003.97,3950,3993.72
2019-03-28,3991.49,3999,3888.71,3925.98
2019-03-29,3925.98,4006.52,3894,4000
2019-03-30,4000,4048,3986.35,4025.91
2019-03-31,4025.98,4067.49,4005.19,4057.63
2019-04-01,4056.59,4140,4042,4097.95
2019-04-02,4097.94,4116.12,4057.07,4085.03
2019-04-03,4085.38,4144.04,4067,4128.85
2019-04-04,4128.85,4841.44,4111.12,4646.03
2019-04-05,4647.01,5034.99,4618,4930
2019-04-06,4929.97,5275.01,4760,5013
2019-04-07,5013.35,5030,4777,4944.33
2019-04-08,4944.33,5028.22,4935,4984.45
2019-04-09,4984.45,5205,4928.59,5136.61
2019-04-10,5136.61,5305,5050,5207.91
2019-04-11,5206.45,5255,5039,5147.97
2019-04-12,5148.45,5228.08,5085.75,5199.97
2019-04-13,5200,5422,5100,5158.01
2019-04-14,5158.31,5179.54,4861.22,4991.93
2019-04-15,4991.54,5099,4959,5063.45
2019-04-16,5063.45,5078.7,5000,5034.14
2019-04-17,5034.08,5167.38,5029,5136.99
2019-04-18,5137,5144.66,4950,5066
2019-04-19,5066,5230.4,5003.94,5186.03
2019-04-20,5186.66,5273,5146.8,5248.6
2019-04-21,5248.6,5287,5175,5230.96
2019-04-22,5230.96,5320,5211.11,5305.79
2019-04-23,5305.09,5333.42,5230.1,5281.01
2019-04-24,5281.01,5286.9,5165,5242.31
2019-04-25,5243.65,5600,5240,5508.44
2019-04-26,5508.42,5589,5370,5421.59
2019-04-27,5420.61,5457.82,5333.35,5406
2019-04-28,5406,5510,5102,5293.36
2019-04-29,5292.16,5341.46,5195.89,5323
2019-04-30,5322.98,5342.5,5257.67,5319.37
2019-05-01,5319.37,5340,5259.48,5301.46
2019-05-02,5301.45,5310.09,5178.8,5222
2019-05-03,5222,5374.18,5204.39,5353.4
2019-05-04,5352.6,5415,5326.05,5406.31
2019-05-05,5408.04,5700,5405.3,5695.09
2019-05-06,5695.66,5900,5653.74,5814.01
2019-05-07,5815.54,5874.34,5587.45,5755
2019-05-08,5754.13,5818,5619.14,5636
2019-05-09,5634.82,5988,5619.48,5935.25
2019-05-10,5935.25,6028.41,5772.2,5903.86
2019-05-11,5903.39,6135.56,5865,6102.36
2019-05-12,6102.36,6390,6025,6371.44
2019-05-13,6371.44,6952.63,6265.63,6801.67
2019-05-14,6801.09,7513.91,6656.55,7480.47
2019-05-15,7480.47,7521.78,6750,7023.98
2019-05-16,7026.29,8322.31,6983.91,8321.66
2019-05-17,8321.66,8366,7599.56,8019.37
2019-05-18,8018.61,8079,7000,7298.93
2019-05-19,7299.87,7458,6913,7302.99
2019-05-20,7309.01,7997,7156.61,7907.22
2019-05-21,7909.14,8275.09,7765,7871.41
2019-05-22,7870.01,8080,7553,7895.06
2019-05-23,7895.02,8042.32,7771,7882.22
2019-05-24,7881.19,8016,7465,7587.89
2019-05-25,7587.88,7940.98,7461,7852.27
2019-05-26,7853.13,8130,7849.84,7958.93
2019-05-27,7958.62,8091.8,7919.64,7969.79
2019-05-28,7969.78,8842.57,7833.42,8696.03
2019-05-29,8694.83,8908.32,8600,8721.54
2019-05-30,8721.54,8790,8406.6,8547
2019-05-31,8548.31,8757.33,8527.23,8696.71
2019-06-01,8699.1,9074.26,8005,8311.72
2019-06-02,8311.72,8594,8226.18,8539.26
2019-06-03,8539.22,8736.2,8442.36,8703.51
2019-06-04,8702.37,8814.78,8321.5,8470
2019-06-05,8469.98,8583,7780.4,7892.6
2019-06-06,7893.1,8050,7481.02,7823.93
2019-06-07,7824.03,7896.7,7572.78,7761.7
2019-06-08,7761.82,7993.32,7444.58,7940.31
2019-06-09,7940.31,8100,7850,7910.04
2019-06-10,7910.04,8000,7751,7899.01
2019-06-11,7898.92,7925.99,7506.66,7698.71
2019-06-12,7698.08,8020,7596,7897.56
2019-06-13,7897.56,8045,7692.23,7960.16
2019-06-14,7958.01,8200,7856.73,8097.99
2019-06-15,8097.9,8309.82,8010.03,8239.29
2019-06-16,8238.14,8720,8231.6,8657.15
2019-06-17,8657.15,9333,8581.48,9245.42
2019-06-18,9247,9310,8820.67,9121.17
2019-06-19,9121.17,9444,8975.06,9084.63
2019-06-20,9082.25,9250,8950,9170.67
2019-06-21,9171.02,9350,8960,9248.25
2019-06-22,9248.26,9798,9175.2,9719.45
2019-06-23,9718.44,10951.81,9642.12,10670
2019-06-24,10675.64,11160,10310,10743.21
2019-06-25,10740.65,11392.64,10555.18,10816.17
2019-06-26,10814.8,11435,10800,11377.6
2019-06-27,11377.6,13000,11130.01,12541.39
2019-06-28,12549.79,13970,11801,12499.95
2019-06-29,12495.13,12516.73,10525.1,11430
2019-06-30,11425.81,12480,11425.8,11873.61
2019-07-01,11877.5,12244,11595.57,11731.19
2019-07-02,11728.81,11881,10719,10983.7
2019-07-03,10983.7,11189.99,9760.02,9866.96
2019-07-04,9866.7,11513,9727,11217.7
2019-07-05,11217.7,12000,10878.75,11669.23
2019-07-06,11669.23,11889,10796.44,10982.73
2019-07-07,10985.22,11544,10805.1,11384.07
2019-07-08,11384.13,11665,11050,11198.99
2019-07-09,11197.09,11538,11114.09,11420.55
2019-07-10,11420.52,12794.73,11335.06,12424.71
2019-07-11,12426.83,13110.1,12068,12860.89
2019-07-12,12860.86,13147.08,11200,11586.18
2019-07-13,11585.6,11782,11000,11651.35
2019-07-14,11651.35,11885,11401.1,11464.61
2019-07-15,11466.07,11592.09,10830,11126.8
2019-07-16,11126.82,11190.08,9860,10322.7
2019-07-17,10322.7,11100,10059.24,10717.04
2019-07-18,10718.53,10850,9214,9549.98
2019-07-19,9549.98,9996.52,9060,9790.97
2019-07-20,9788.61,10788,9252,10600.29
2019-07-21,10599.32,10769.71,10121.84,10560.04
2019-07-22,10558.94,11068.99,10433.01,10582.45
2019-07-23,10581.54,10745.98,10288,10603.21
2019-07-24,10603.39,10620,9970,10041.62
2019-07-25,10041.61,10227.98,9593.06,9710.82
2019-07-26,9711.85,10175,9525,10046.96
2019-07-27,10045.64,10156.6,9637,9764.36
2019-07-28,9764.18,10188.66,9704,10055.33
2019-07-29,10057.32,10088,9333,9493.11
2019-07-30,9494.49,9729,9165,9625.95
2019-07-31,9624.79,9693.98,9395,9501.29
2019-08-01,9501.29,9809.99,9450,9733.71
2019-08-02,9734.86,10155.06,9718.59,9960.19
2019-08-03,9961.34,10570,9903.69,10531.45
2019-08-04,10533.19,10862.43,10350,10827.78
2019-08-05,10828.29,10904.77,10552,10670
2019-08-06,10668.74,11848,10629.46,11671.2
2019-08-07,11673.31,12330.7,11550.44,12185.24
2019-08-08,12185.37,12295,11226.7,11538.61
2019-08-09,11541.53,12141.17,11463.14,11919.98
2019-08-10,11919.98,12060,11521,11873.42
2019-08-11,11873.42,11985,11700,11829.75
2019-08-12,11828.87,11904.36,11270,11371.71
2019-08-13,11370.44,11600,11112.11,11411.97
2019-08-14,11411.98,11474.03,11235.32,11364.96
2019-08-15,11364.96,11364.96,10541,10620
2019-08-16,10619.98,10697,9750,9937
2019-08-17,9937.57,10536.03,9810,10357.99
2019-08-18,10356.73,10465.14,10000,10139.41
2019-08-19,10139.43,10735.99,10095.25,10722.1
2019-08-20,10724.59,10949.96,10580,10808.74
2019-08-21,10810,10842.03,10111,10138.99
2019-08-22,10138.99,10254.97,9762,9973.83
2019-08-23,9972.33,10242,9880.01,10206.15
2019-08-24,10206.15,10445,10060,10294.85
2019-08-25,10294.85,10294.85,9890,10103.98
2019-08-26,10104,10604,9906.97,10339.89
2019-08-27,10339.63,10448.47,10112,10180.65
2019-08-28,10180.65,10244,10051.08,10157.65
2019-08-29,10157.48,10299,9320,9396.5
2019-08-30,9396.5,9617.9,9350.41,9470
2019-08-31,9470.62,9696,9450.35,9591.58
2019-09-01,9588.25,9684.51,9420.75,9608.1
2019-09-02,9608.06,9830,9520,9746.59
2019-09-03,9747.2,10475,9735,10368.72
2019-09-04,10368,10773,10272,10568
2019-09-05,10569.1,10799,10369.89,10541.35
2019-09-06,10540.99,10900,10450,10716.51
2019-09-07,10715.87,10905.87,10150,10365.51
2019-09-08,10366.24,10592.5,10329.86,10518.46
2019-09-09,10518,10528.68,10090,10147.36
2019-09-10,10147.63,10480,10068.5,10271.14
2019-09-11,10272.64,10293,9880,10066
2019-09-12,10066.38,10205.22,9923,10079.79
2019-09-13,10079.79,10448.81,10074.87,10283.16
2019-09-14,10282.73,10369.23,10153,10319
2019-09-15,10319.84,10419.99,10222.33,10308.42
2019-09-16,10307.84,10355,10252.15,10302.25
2019-09-17,10302.43,10330,10078,10203.61
2019-09-18,10203.09,10275,10128.01,10199.92
2019-09-19,10199.97,10215.99,9653,9875.49
2019-09-20,9874.15,10325,9813.73,10157.22
2019-09-21,10157.25,10231,9957,10081.42
2019-09-22,10081.47,10082.73,9853.97,10026.57
2019-09-23,10026.43,10089,9866,9908.94
2019-09-24,9908.94,9971.81,9604,9755.74
2019-09-25,9755.88,9771.64,7800,8328.16
2019-09-26,8328.16,8629.96,8215.64,8378.98
2019-09-27,8379.62,8465.99,7750,8057.51
2019-09-28,8057.51,8265,7852.15,8213.24
2019-09-29,8215.44,8315,8001.09,8086.51
2019-09-30,8086.59,8131.03,7710,7794.42
2019-10-01,7794.74,8500,7775.02,8407.12
2019-10-02,8405.87,8497,8151.22,8204.36
2019-10-03,8204.36,8393,8182.15,8261.43
2019-10-04,8261.43,8299.24,8005,8138.69
2019-10-05,8136.98,8217.47,8084.18,8108
2019-10-06,8108.69,8183.41,7910,7963.17
2019-10-07,7963.11,8050,7762,7866.88
2019-10-08,7867.2,8325,7866.52,8202.82
2019-10-09,8202.38,8246,8088.75,8179.6
2019-10-10,8178.66,8670,8156.95,8613.73
2019-10-11,8614.73,8779.51,8359,8387.69
2019-10-12,8387.69,8389.37,8212.38,8338.62
2019-10-13,8338.66,8400,8276.33,8321.08
2019-10-14,8319.7,8451.37,8160,8305.76
2019-10-15,8305.76,8403,8203,8281.04
2019-10-16,8280.72,8360,8090,8134.93
2019-10-17,8134.89,8162,7917,7975.28
2019-10-18,7974.42,8124.92,7856.89,7911.6
2019-10-19,7911.59,7983.32,7816.01,7928.7
2019-10-20,7929.81,8098.1,7866.92,7905.17
2019-10-21,7907.14,8297,7883,8223.8
2019-10-22,8223.11,8333,8142.03,8208.6
2019-10-23,8208.6,8297.99,7920,7957.19
2019-10-24,7957.34,8011.96,7300,7420.89
2019-10-25,7420.36,7503.68,7361,7462.79
2019-10-26,7461.72,10370,7439,9481.47
2019-10-27,9481.47,9486.58,8855.5,9149.08
2019-10-28,9148.84,9902.1,9147.29,9426.11
2019-10-29,9426.18,9550,9160,9441.68
2019-10-30,9441.56,9490.1,9072,9161.3
2019-10-31,9164.71,9248.79,9001.01,9098.32
2019-11-01,9096.02,9405,8913,9099
2019-11-02,9099.43,9279,9060,9213.97
2019-11-03,9213.97,9373.74,9194.19,9239.61
2019-11-04,9239.6,9241,9066.14,9179.42
2019-11-05,9179.66,9513.68,9143.68,9225
2019-11-06,9225.06,9440.91,9193.76,9389.65
2019-11-07,9389.65,9406,9215,9258.95
2019-11-08,9258.96,9273.12,9101,9144.4
2019-11-09,9144.42,9158.75,8696,8823.73
2019-11-10,8822.91,8890,8724.88,8848.11
2019-11-11,8847.65,9147.19,8744.33,8814.44
2019-11-12,8812.8,8813.62,8618.68,8772.37
2019-11-13,8772.29,8888,8567.6,8744.26
2019-11-14,8744.87,8811.24,8650,8668.36
2019-11-15,8665.56,8706.17,8517,8574.77
2019-11-16,8574.76,8790,8400,8474.82
2019-11-17,8475.34,8543,8407,8425.81
2019-11-18,8427.3,8635,8350.68,8452.03
2019-11-19,8451.23,8499,8060,8128.06
2019-11-20,8128.06,8179.72,8003,8121.47
2019-11-21,8121.47,8264.29,8038.4,8088.58
2019-11-22,8088.29,8095,7401,7556.41
2019-11-23,7556.4,7750,6790,7171.3
2019-11-24,7171.3,7344.48,7080.01,7180.14
2019-11-25,7178.99,7271.73,6515,6672.01
2019-11-26,6671.7,7377.69,6632.98,7176.35
2019-11-27,7176.32,7270,7017.48,7069.4
2019-11-28,7069.4,7655,6840,7494.57
2019-11-29,7495.99,7643,7360,7509.14
2019-11-30,7509.14,7850,7413,7748.92
2019-12-01,7748.92,7810,7228.99,7277.44
2019-12-02,7277.45,7477.29,7151.1,7252.96
2019-12-03,7252.96,7400,7181.01,7293.83
2019-12-04,7293.15,7356.87,7102,7130.6
2019-12-05,7130.64,7750,7067,7306.73
2019-12-06,7306.96,7485,7265,7367.54
2019-12-07,7367,7619.62,7305,7521.48
2019-12-08,7521.36,7551.8,7374.86,7434.63
2019-12-09,7434.63,7564,7411.91,7470.67
2019-12-10,7468.36,7650,7273,7351.61
2019-12-11,7351.17,7368.44,7157.1,7220.12
2019-12-12,7220.12,7295,7080.3,7151.05
2019-12-13,7150.36,7261.95,7115,7236.3
2019-12-14,7235.21,7309.05,7205.67,7252.08
2019-12-15,7252.05,7252.8,7008.35,7142
2019-12-16,7142,7177.15,7042.49,7067.74
2019-12-17,7066.97,7150,6836,6877.47
2019-12-18,6877.46,6942.21,6560,6619.51
2019-12-19,6619.06,7440,6435,7092.54
2019-12-20,7091.31,7234,7038.31,7145.07
2019-12-21,7145.09,7220,7091.76,7132.95
2019-12-22,7132.95,7192.99,7105,7181.85
2019-12-23,7180.32,7634.55,7145.84,7494.21
2019-12-24,7494.91,7695.38,7227.35,7264.92
2019-12-25,7264.91,7436.68,7157.04,7252.19
2019-12-26,7252.16,7269.99,7128.86,7209.2
2019-12-27,7209.2,7435,7157.12,7188.63
2019-12-28,7188.42,7360,7076.42,7302.99
2019-12-29,7302.53,7365.01,7261.57,7315
2019-12-30,7315.5,7528.45,7308.92,7385.29
2019-12-31,7385.27,7385.29,7200,7250.37
2020-01-01,7250.3,7320,7145.01,7209.83
2020-01-02,7209.83,7255,7105,7110.57
2020-01-03,7110.98,7264.71,6871.04,7203.21
2020-01-04,7202.28,7405,7202.28,7348.11
2020-01-05,7348.04,7495,7272.21,7463.63
2020-01-06,7463.64,7580,7318,7507.91
2020-01-07,7508.18,8000,7465.44,7883.37
2020-01-08,7883.11,8455,7723.71,8297.26
2020-01-09,8297.27,8418.61,7870,7949.84
2020-01-10,7949.57,8000,7711.76,7752.98
2020-01-11,7753.05,8253.26,7672,8074.18
2020-01-12,8074.17,8286.34,7960,8097.51
2020-01-13,8097.51,8197,8057.59,8075.26
2020-01-14,8075.26,8573,8055.89,8509.99
2020-01-15,8509.85,8900,8470,8627.13
2020-01-16,8626.8,8916.48,8586,8680
2020-01-17,8679.99,8997,8600.4,8933.95
2020-01-18,8935.54,9041.65,8765,8843.63
2020-01-19,8843.63,9198.98,8818,9084.36
2020-01-20,9083.8,9127.36,8466,8665.14
2020-01-21,8665.24,8746.99,8521.28,8634.7
2020-01-22,8634.16,8818,8488,8740.27
2020-01-23,8740.49,8746.34,8502,8581.75
2020-01-24,8581.71,8624.51,8275.5,8340
2020-01-25,8338.53,8528.02,8238,8316.2
2020-01-26,8316.72,8420,8286.87,8385.17
2020-01-27,8384.85,8704,8382.48,8658.01
2020-01-28,8658.01,9166,8535,9039.92
2020-01-29,9039.68,9420.82,8862.4,9365
2020-01-30,9365,9449.24,9204.44,9391.02
2020-01-31,9391.55,9578,9220,9374.56
2020-02-01,9375.5,9464.53,9210.01,9423.01
2020-02-02,9423.02,9425.76,9120,9370.53
2020-02-03,9370.53,9618.79,9288,9368.16
2020-02-04,9368.16,9399.42,9227.58,9278.63
2020-02-05,9278.63,9327,9093.01,9274.53
2020-02-06,9274.39,9744.45,9232.75,9628.8
2020-02-07,9629.85,9862.57,9605.55,9801.83
2020-02-08,9801.83,9885,9667.11,9771.39
2020-02-09,9771.39,10166,9750,10127.87
2020-02-10,10127.87,10188,9756,9968.99
2020-02-11,9967.94,9971.48,9700,9739.94
2020-02-12,9739.87,10450,9730.89,10366
2020-02-13,10366.62,10491,10226.44,10338.96
2020-02-14,10338.94,10500,10080,10124.98
2020-02-15,10124.98,10381.56,10111.57,10221.76
2020-02-16,10221.03,10274.18,9801,9959.51
2020-02-17,9959.58,10017,9638.12,9753.26
2020-02-18,9753.01,9832.92,9452.67,9790.58
2020-02-19,9790.9,10250,9576.01,10059.3
2020-02-20,10059.08,10250,9350,9607.23
2020-02-21,9606.78,9733,9400,9673.43
2020-02-22,9673.43,9755.51,9550.21,9590.9
2020-02-23,9590.26,9920,9578.9,9880.7
2020-02-24,9880.71,9990,9600,9752.83
2020-02-25,9752.81,9843.5,9473.56,9520.16
2020-02-26,9520.06,9675,9111,9148.08
2020-02-27,9148.08,9303.36,8531,8814.05
2020-02-28,8814.21,8971.77,8650,8728.74
2020-02-29,8728.39,8799,8445,8745.81
2020-03-01,8745.82,8763.71,8511.11,8541.16
2020-03-02,8541.15,8750,8411,8625.39
2020-03-03,8625.39,8965.75,8619.63,8756.08
2020-03-04,8755.64,8898.74,8651,8816.27
2020-03-05,8816.32,8942,8660,8895.05
2020-03-06,8895.24,9159.42,8891.36,9100.91
2020-03-07,9101.62,9170,9000,9085.23
2020-03-08,9085.23,9188,8695.73,8740.29
2020-03-09,8740.59,8752.36,7675.28,7899.71
2020-03-10,7899.72,7991.08,7632.01,7900.14
2020-03-11,7900.89,8149,7728.01,7860.93
2020-03-12,7861.62,7980,7342.43,7392.13
2020-03-13,7392.12,7466,3782.13,5385.87
2020-03-14,5386.11,5955,4807,5500.4
2020-03-15,5500.61,5530,5055.13,5272.23
2020-03-16,5272.35,5940,4778,4785.67
2020-03-17,4789.99,5415.87,4442.12,5343.72
2020-03-18,5345.19,5525,5051,5148.73
2020-03-19,5148.73,5450,5009.37,5414.19
2020-03-20,5414.19,6400,5376.1,6318.39
2020-03-21,6318.41,6900,5670,6151.16
2020-03-22,6151.17,6456.98,5860.02,6289.34
2020-03-23,6289.34,6317.74,5688,5855.59
2020-03-24,5855,6666,5728.99,6566.06
2020-03-25,6563.82,6833,6461.01,6675.21
2020-03-26,6676.93,6957.96,6450,6589.92
2020-03-27,6591.91,6842.59,6510,6699.92
2020-03-28,6699.91,6703.81,6068.88,6184.31
2020-03-29,6184.31,6319.86,6024,6153.9
2020-03-30,6153.6,6330.01,5857.76,6242.69
2020-03-31,6242.69,6599,6230.24,6445.09
2020-04-01,6445.11,6505.5,6239.34,6331.96
2020-04-02,6330.87,6744,6150.11,6644
2020-04-03,6643.99,7198,6602.58,6931.46
2020-04-04,6931.74,7048,6602.1,6729.54
2020-04-05,6729.54,6990.41,6650.01,6773.22
2020-04-06,6773.56,7100.39,6677.52,7031.54
2020-04-07,7030.48,7454,7010,7378.08
2020-04-08,7377.26,7459.69,7077,7321.85
2020-04-09,7320.76,7390,7200,7330
2020-04-10,7329.99,7350,6870,6922.98
2020-04-11,6922.89,6958.22,6739.98,6876.7
2020-04-12,6876.43,6906.26,6760,6828.64
2020-04-13,6828.64,7177,6575,6699.34
2020-04-14,6699.39,6921.35,6603,6817.77
2020-04-15,6817.77,6978,6754.28,6862.05
2020-04-16,6862.06,6980,6468.27,6892.4
2020-04-17,6893.24,7190,6871.13,7043.38
2020-04-18,7043.17,7148.12,6972.98,7089.72
2020-04-19,7089.78,7293.08,7054.11,7146.77
2020-04-20,7145.49,7220,7055.6,7184.94
2020-04-21,7185.18,7188.32,6751,6878.68
2020-04-22,6878.62,6964.84,6762,6942.11
2020-04-23,6941.78,7183,6918.07,7061.54
2020-04-24,7061.35,7738,7046.21,7568.68
2020-04-25,7568.68,7615.96,7388,7561.48
2020-04-26,7561.68,7705,7476.54,7546.66
2020-04-27,7546.67,7792.02,7480,7697.91
2020-04-28,7697.77,7780,7606,7705.99
2020-04-29,7705.99,7966,7665.21,7945
2020-04-30,7945,9460,7928,9177.01
2020-05-01,9177.95,9222.91,8401,8767.18
2020-05-02,8767.18,9059.18,8655.31,8799.01
2020-05-03,8799,9200,8768,8990.75
2020-05-04,8990.75,9140,8522,8648.41
2020-05-05,8648.42,9118.58,8594.26,9013.55
2020-05-06,9013.66,9085,8760,9018.18
2020-05-07,9018.05,9395,8995.93,9309.92
2020-05-08,9308.56,10067,9247.1,9810.14
2020-05-09,9810.34,10006.98,9561,9592.77
2020-05-10,9594.7,9795,8117,8812.28
2020-05-11,8812.27,8900,8255,8664.32
2020-05-12,8664.32,9168,8200,8656.05
2020-05-13,8655.76,8978.26,8632.93,8867.2
2020-05-14,8867.2,9547,8826.72,9508.56
2020-05-15,9508.56,9939,9256.12,9674.33
2020-05-16,9673.45,9710,9150,9390.02
2020-05-17,9390.03,9579.16,9262,9540.99
2020-05-18,9540.98,9950,9436,9785.71
2020-05-19,9785.7,9796.91,9464.23,9573.99
2020-05-20,9573.99,9897.21,9561,9764.51
2020-05-21,9764.51,9810,9326,9457.83
2020-05-22,9457.88,9505.57,8815,9081.81
2020-05-23,9081.81,9307.85,9044.94,9255.28
2020-05-24,9255.7,9297,9070,9255.53
2020-05-25,9255.54,9298,8642.72,8867.31
2020-05-26,8867.31,8979.66,8668.29,8957.49
2020-05-27,8956.83,9017.67,8700,8844.28
2020-05-28,8844.89,9280.78,8844,9150.44
2020-05-29,9150.06,9625.47,9110,9523.5
2020-05-30,9523.63,9600,9330,9528.69
2020-05-31,9528.73,9740,9400,9565.13
2020-06-01,9565.13,9638,9381.41,9571.47
2020-06-02,9571.18,10380,9491.45,10118.86
2020-06-03,10119.12,10190,9266,9506.32
2020-06-04,9506.94,9690,9486.05,9649.6
2020-06-05,9649.59,9881.63,9450,9774.64
2020-06-06,9774.27,9854.75,9531.05,9609.84
2020-06-07,9609.85,9735,9580,9658.99
2020-06-08,9658.99,9802,9372.46,9727.51
2020-06-09,9727.51,9877,9570,9681.75
2020-06-10,9681.81,9829,9624.53,9747.89
2020-06-11,9747.88,9992.72,9704.18,9796.47
2020-06-12,9796.29,9821.91,9113,9439
2020-06-13,9439.48,9557.12,9301,9437.9
2020-06-14,9437.69,9494.73,9351,9414.63
2020-06-15,9414.55,9443.46,8910.45,9123.3
2020-06-16,9123.3,9582.05,9043.19,9504.09
2020-06-17,9504.1,9589,9400,9513
2020-06-18,9513,9565,9236.61,9440.34
2020-06-19,9440.82,9489,9215.79,9299.52
2020-06-20,9299.53,9438.3,9260,9302.88
2020-06-21,9303.41,9422,9170.95,9368.98
2020-06-22,9369.46,9450,9277.09,9419
2020-06-23,9419.01,9780,9399.8,9663.63
2020-06-24,9663.63,9695,9500,9512.82
2020-06-25,9512.82,9550,9009.69,9173.48
2020-06-26,9173.7,9340,9100.18,9146.09
2020-06-27,9147.2,9256.75,9045.45,9174.25
2020-06-28,9174.37,9196,8833,9023.09
2020-06-29,9023.42,9191,9003.09,9096.95
2020-06-30,9096.91,9238,9024.67,9144.88
2020-07-01,9144.34,9189,9064.89,9135.37
2020-07-02,9135.37,9292,9133.1,9208
2020-07-03,9208.33,9257.72,8940,9105.05
2020-07-04,9105.25,9125,9037.47,9073.54
2020-07-05,9073.6,9190,9040,9061.99
2020-07-06,9062.17,9240,8893.03,9200.08
2020-07-07,9200.08,9379.42,9172,9262.01
2020-07-08,9262.02,9322.59,9203,9284.15
2020-07-09,9284.14,9470,9238,9402.32
2020-07-10,9402.58,9432.92,9125,9154.99
2020-07-11,9154.99,9317.48,9153.38,9268.8
2020-07-12,9268.22,9294,9178.25,9255.92
2020-07-13,9255.95,9345,9157.5,9270.01
2020-07-14,9270.01,9343.82,9151,9181.01
2020-07-15,9181.2,9279.54,9113,9231.21
2020-07-16,9231.2,9249.98,9084,9123.69
2020-07-17,9123.69,9153,9047.25,9109.94
2020-07-18,9109.94,9186.83,9095.23,9132.37
2020-07-19,9132.36,9219.3,9123.92,9154.78
2020-07-20,9154.79,9232.27,9101.35,9180.72
2020-07-21,9180.72,9353,9131,9315.29
2020-07-22,9315.28,9437.73,9261,9302
2020-07-23,9302,9544,9291.22,9491.67
2020-07-24,9491.66,9664,9440.33,9508.02
2020-07-25,9508.02,9637,9477.35,9568.5
2020-07-26,9568.5,9736,9552.29,9716.54
2020-07-27,9716.53,10319.89,9702.97,10157.95
2020-07-28,10157.95,11394.86,10120,10881.62
2020-07-29,10881.62,11180,10565,11015.11
2020-07-30,11015.29,11342.82,10893.3,10941.64
2020-07-31,10941.64,11170,10831,11131.11
2020-08-01,11131.11,11745,11087.12,11657.35
2020-08-02,11657.34,12123.46,10518.5,11323.78
2020-08-03,11325.95,11342.83,10931,11197.11
2020-08-04,11196.93,11473,11120.69,11291.84
2020-08-05,11291.85,11325.71,11000,11278.18
2020-08-06,11278.18,11799,11274.84,11628.51
2020-08-07,11628.51,11909.94,11620,11779.98
2020-08-08,11779.87,11847,11322,11586.07
2020-08-09,11586.08,11808.27,11562.17,11704.07
2020-08-10,11704.07,12067.35,11521.97,11968.89
2020-08-11,11968.89,12006.29,11450,11748.05
2020-08-12,11748.05,11768.81,11125,11446.91
2020-08-13,11446.91,11656.99,11419.99,11513.43
2020-08-14,11513.43,11828,11270.36,11696.98
2020-08-15,11697.36,11980,11635.02,11891.32
2020-08-16,11891.32,11977,11680,11858.89
2020-08-17,11858.89,11933.15,11686,11807.21
2020-08-18,11806.94,12468,11780,12260.77
2020-08-19,12260.91,12296.69,11612.71,11823.34
2020-08-20,11823.34,11914.67,11561,11703.88
2020-08-21,11703.88,11888,11685,11838.07
2020-08-22,11838.08,11838.19,11376.81,11579.61
2020-08-23,11579.6,11688.81,11544,11616.46
2020-08-24,11616.46,11775,11514.13,11758.58
2020-08-25,11758.57,11824.9,11550,11586.41
2020-08-26,11586.41,11659.15,11117.64,11348.06
2020-08-27,11348.05,11539.32,11244,11406.17
2020-08-28,11406.17,11592.2,11125,11379.63
2020-08-29,11379.63,11580.02,11354.63,11558.28
2020-08-30,11558.28,11650,11417.04,11592.91
2020-08-31,11592.9,11726.89,11548.78,11618.65
2020-09-01,11618.64,11940,11515,11923.74
2020-09-02,11923.74,12050.85,11718.16,11722.84
2020-09-03,11723.59,11747.99,11160.1,11400.84
2020-09-04,11400.44,11462.6,9960.8,10295.59
2020-09-05,10295.59,10627.05,9875.5,10406.77
2020-09-06,10406.77,10406.77,9825,10230.37
2020-09-07,10230.36,10347.14,10052.38,10113.56
2020-09-08,10113.81,10438,9875,10264.5
2020-09-09,10264.29,10333.4,9850,10190
2020-09-10,10190,10418,10070.83,10275.29
2020-09-11,10275.22,10483.35,10200,10260.75
2020-09-12,10260.76,10397.86,10250,10343.98
2020-09-13,10343.97,10580.11,10269.25,10542.27
2020-09-14,10542.27,10560,10200,10399.32
2020-09-15,10399.31,10839,10212.34,10741.37
2020-09-16,10741.37,10939.6,10606.48,10915.49
2020-09-17,10916.09,11093,10827,10882.39
2020-09-18,10882.38,10985,10745.83,10954.14
2020-09-19,10954.14,11038.03,10812.84,10900.29
2020-09-20,10900.28,11179.79,10887.37,10962.61
2020-09-21,10962.6,10988.86,10723,10902.58
2020-09-22,10902.58,10912.62,10296.35,10372.9
2020-09-23,10372.91,10572.71,10372.9,10428.64
